交易时间,APPID,商户号,子商户号,设备编号,Uline订单号,第三方订单号,商户订单号,用户标识,交易类型,业务类型,付款银行,货币种类,总金额,企业红包金额,Uline退款单号,商户退款单号,退款金额,企业红包退款金额,退款状态,商品名称,商户数据包,手续费,费率,扩展字段一,扩展字段二,扩展字段三,扩展字段四,扩展字段五,扩展字段六
2018-03-02 21:53:18.542729,,100053456491,110339775100053456491,,7100053456491750740122464030720,1010152002760678047107,OS2018030221532634864,,jdpay.NATIVE,交易,,,13500,0,,,,,,京东支付,,-36,27,13464,,,,,
2018-03-02 20:50:22.487344,,100053456491,110339775100053456491,,7100053456491750676770539311104,1015152002385693462530,OS2018030220505602431,,jdpay.NATIVE,交易,,,1000,0,,,,,,京东支付,,-3,27,997,,,,,
2018-03-02 13:31:27.017271,,100053456491,110339775100053456491,,7100053456491750234934670659584,1007151999752194955353,OS2018030213320003131,,jdpay.NATIVE,交易,,,298000,0,,,,,,京东支付,,-805,27,297195,,,,,
2018-03-02 09:57:37.891413,,100053456491,110339775100053456491,,7100053456491750019697786884096,1046151998469109487629,OS2018030209581154946,,jdpay.NATIVE,交易,,,199800,0,,,,,,京东支付,,-539,27,199261,,,,,
2018-03-02 09:02:24.378449,,100053456491,110339775100053456491,,7100053456491749964106448113664,1032151998137826684596,OS2018030209025770366,,jdpay.NATIVE,交易,,,299800,0,,,,,,京东支付,,-809,27,298991,,,,,
总交易单数,总交易额,总退款额,交易总净额,手续费总额
5,812100,0,812100,-2192
