交易时间,APPID,商户号,子商户号,设备编号,Uline订单号,第三方订单号,商户订单号,用户标识,交易类型,业务类型,付款银行,货币种类,总金额,企业红包金额,Uline退款单号,商户退款单号,退款金额,企业红包退款金额,退款状态,商品名称,商户数据包,手续费,费率,扩展字段一,扩展字段二,扩展字段三,扩展字段四,扩展字段五,扩展字段六
2018-03-02 17:53:23.763943,,100053453757,110339775100053453757,,7100053453757750498617996480512,1022152001321151502612,OS2018030217533195855,,jdpay.NATIVE,交易,,,120000,0,,,,,,京东支付,,-324,27,119676,,,,,
2018-03-02 11:54:42.780514,,100053453757,110339775100053453757,,7100053453757750137555716018176,1017151999171639714811,OS2018030211551656808,,jdpay.NATIVE,交易,,,200100,0,,,,,,京东支付,,-540,27,199560,,,,,
2018-03-02 11:47:34.987388,,100053453757,110339775100053453757,,7100053453757750130379227795456,1018151999126235450218,OS2018030211474225699,,jdpay.NATIVE,交易,,,48000,0,,,,,,京东支付,,-130,27,47870,,,,,
总交易单数,总交易额,总退款额,交易总净额,手续费总额
3,368100,0,368100,-994
