交易时间,APPID,商户号,子商户号,设备编号,Uline订单号,第三方订单号,商户订单号,用户标识,交易类型,业务类型,付款银行,货币种类,总金额,企业红包金额,Uline退款单号,商户退款单号,退款金额,企业红包退款金额,退款状态,商品名称,商户数据包,手续费,费率,扩展字段一,扩展字段二,扩展字段三,扩展字段四,扩展字段五,扩展字段六
2018-03-02 16:49:58.487652,,100053454187,110339775100053454187,,7100053454187750434775858286592,1045152000943234677183,OS2018030216503265861,,jdpay.NATIVE,交易,,,160000,0,,,,,,京东支付,,-432,27,159568,,,,,
2018-03-02 16:48:45.944269,,100053454187,110339775100053454187,,7100053454187750433559224389632,1018152000933316328015,OS2018030216485376587,,jdpay.NATIVE,交易,,,99800,0,,,,,,京东支付,,-269,27,99531,,,,,
2018-03-02 14:54:01.611637,,100053454187,110339775100053454187,,7100053454187750318058628845568,1047152000247580637305,OS2018030214543500626,,jdpay.NATIVE,交易,,,65000,0,,,,,,京东支付,,-176,27,64824,,,,,
2018-03-02 14:29:19.872872,,100053454187,110339775100053454187,,7100053454187750293199660126208,1041152000099389676551,OS2018030214295327754,,jdpay.NATIVE,交易,,,299898,0,,,,,,京东支付,,-810,27,299088,,,,,
总交易单数,总交易额,总退款额,交易总净额,手续费总额
4,624698,0,624698,-1687
