交易时间,APPID,商户号,子商户号,设备编号,Uline订单号,第三方订单号,商户订单号,用户标识,交易类型,业务类型,付款银行,货币种类,总金额,企业红包金额,Uline退款单号,商户退款单号,退款金额,企业红包退款金额,退款状态,商品名称,商户数据包,手续费,费率,扩展字段一,扩展字段二,扩展字段三,扩展字段四,扩展字段五,扩展字段六
2018-03-02 19:01:51.314977,,100053454753,110339775100053454753,,7100053454753750567531468165120,1049152001731909728591,OS2018030219015809428,,jdpay.NATIVE,交易,,,27800,0,,,,,,京东支付,,-75,27,27725,,,,,
2018-03-02 16:15:45.248177,,100053454753,110339775100053454753,,7100053454753750400328491995136,1043152000735338918141,OS2018030216155248661,,jdpay.NATIVE,交易,,,258000,0,,,,,,京东支付,,-697,27,257303,,,,,
2018-03-02 15:58:08.480069,,100053454753,110339775100053454753,,7100053454753750382598750081024,1048152000632206306579,OS2018030215584283983,,jdpay.NATIVE,交易,,,289550,0,,,,,,京东支付,,-782,27,288768,,,,,
2018-03-02 14:52:34.446174,,100053454753,110339775100053454753,,7100053454753750316596879822848,1046152000236281438507,OS2018030214524194853,,jdpay.NATIVE,交易,,,299800,0,,,,,,京东支付,,-809,27,298991,,,,,
2018-03-02 13:20:43.251413,,100053454753,110339775100053454753,,7100053454753750224134153310208,1037151999687716693865,OS2018030213211661019,,jdpay.NATIVE,交易,,,18800,0,,,,,,京东支付,,-51,27,18749,,,,,
2018-03-02 10:15:03.462673,,100053454753,110339775100053454753,,7100053454753750037239406399488,1035151998573761008366,OS2018030210153639819,,jdpay.NATIVE,交易,,,80000,0,,,,,,京东支付,,-216,27,79784,,,,,
总交易单数,总交易额,总退款额,交易总净额,手续费总额
6,973950,0,973950,-2630
