交易时间,APPID,商户号,子商户号,设备编号,Uline订单号,第三方订单号,商户订单号,用户标识,交易类型,业务类型,付款银行,货币种类,总金额,企业红包金额,Uline退款单号,商户退款单号,退款金额,企业红包退款金额,退款状态,商品名称,商户数据包,手续费,费率,扩展字段一,扩展字段二,扩展字段三,扩展字段四,扩展字段五,扩展字段六
2018-03-03 21:57:03.480400,,100053453014,110339775100053453014,,7100053453014752193447810174976,1034152011423236328645,OS2018030321571275992,,jdpay.NATIVE,交易,,,139600,0,,,,,,京东支付,,-377,27,139223,,,,,
2018-03-03 17:59:03.582706,,100053453014,110339775100053453014,,7100053453014751953870876971008,1023152009995260791474,OS2018030317591218926,,jdpay.NATIVE,交易,,,287897,0,,,,,,京东支付,,-777,27,287120,,,,,
2018-03-03 17:10:16.102810,,100053453014,110339775100053453014,,7100053453014751904755879645184,1023152009705194192198,OS2018030317105196139,,jdpay.NATIVE,交易,,,5500,0,,,,,,京东支付,,-15,27,5485,,,,,
2018-03-03 15:05:26.833274,,100053453014,110339775100053453014,,7100053453014751779106845757440,1017152008953500096209,OS2018030315053555450,,jdpay.NATIVE,交易,,,99800,0,,,,,,京东支付,,-269,27,99531,,,,,
2018-03-03 13:14:57.807542,,100053453014,110339775100053453014,,7100053453014751667889943220224,1031152008293386311528,OS2018030313153330264,,jdpay.NATIVE,交易,,,298800,0,,,,,,京东支付,,-807,27,297993,,,,,
2018-03-03 10:35:14.087429,,100053453014,110339775100053453014,,7100053453014751507102037577728,1017152007334917253574,OS2018030310354403989,,jdpay.NATIVE,交易,,,298000,0,,,,,,京东支付,,-805,27,297195,,,,,
总交易单数,总交易额,总退款额,交易总净额,手续费总额
6,1129597,0,1129597,-3050
