交易时间,APPID,商户号,子商户号,设备编号,Uline订单号,第三方订单号,商户订单号,用户标识,交易类型,业务类型,付款银行,货币种类,总金额,企业红包金额,Uline退款单号,商户退款单号,退款金额,企业红包退款金额,退款状态,商品名称,商户数据包,手续费,费率,扩展字段一,扩展字段二,扩展字段三,扩展字段四,扩展字段五,扩展字段六
2018-03-03 19:40:55.208030,,100053453757,110339775100053453757,,7100053453757752056406443692032,1018152010609140039104,OS2018030319413078320,,jdpay.NATIVE,交易,,,145300,0,,,,,,京东支付,,-392,27,144908,,,,,
2018-03-03 14:39:01.694838,,100053453757,110339775100053453757,,7100053453757751752512408260608,1031152008795076374907,OS2018030314391033359,,jdpay.NATIVE,交易,,,299800,0,,,,,,京东支付,,-809,27,298991,,,,,
2018-03-03 13:34:18.816647,,100053453757,110339775100053453757,,7100053453757751687368491798528,1001152008406730067803,OS2018030313342771790,,jdpay.NATIVE,交易,,,296000,0,,,,,,京东支付,,-799,27,295201,,,,,
2018-03-03 09:02:43.965589,,100053453757,110339775100053453757,,7100053453757751413986642759680,1003152006777248011938,OS2018030309025251409,,jdpay.NATIVE,交易,,,299000,0,,,,,,京东支付,,-807,27,298193,,,,,
总交易单数,总交易额,总退款额,交易总净额,手续费总额
4,1040100,0,1040100,-2807
