交易时间,APPID,商户号,子商户号,设备编号,Uline订单号,第三方订单号,商户订单号,用户标识,交易类型,业务类型,付款银行,货币种类,总金额,企业红包金额,Uline退款单号,商户退款单号,退款金额,企业红包退款金额,退款状态,商品名称,商户数据包,手续费,费率,扩展字段一,扩展字段二,扩展字段三,扩展字段四,扩展字段五,扩展字段六
2018-03-04 18:28:39.316802,,100053456575,110339775100053456575,,7100053456575753433213927559168,1038152018815623094551,OS2018030418291646743,,jdpay.NATIVE,交易,,,297500,0,,,,,,京东支付,,-803,27,296697,,,,,
2018-03-04 16:58:54.318942,,100053456575,110339775100053456575,,7100053456575753342868753616896,1023152018277170445450,OS2018030416593115818,,jdpay.NATIVE,交易,,,298900,0,,,,,,京东支付,,-807,27,298093,,,,,
2018-03-04 14:04:30.933761,,100053456575,110339775100053456575,,7100053456575753167322417074176,1035152017228073596866,OS2018030414044026910,,jdpay.NATIVE,交易,,,216000,0,,,,,,京东支付,,-583,27,215417,,,,,
2018-03-04 08:49:21.093855,,100053456575,110339775100053456575,,7100053456575752850067729289216,1049152015339779720106,OS2018030408495704932,,jdpay.NATIVE,交易,,,110000,0,,,,,,京东支付,,-297,27,109703,,,,,
总交易单数,总交易额,总退款额,交易总净额,手续费总额
4,922400,0,922400,-2490
