交易时间,APPID,商户号,子商户号,设备编号,Uline订单号,第三方订单号,商户订单号,用户标识,交易类型,业务类型,付款银行,货币种类,总金额,企业红包金额,Uline退款单号,商户退款单号,退款金额,企业红包退款金额,退款状态,商品名称,商户数据包,手续费,费率,扩展字段一,扩展字段二,扩展字段三,扩展字段四,扩展字段五,扩展字段六
2018-03-01 21:57:42.162340,,100053454596,110339775100053454596,,7100053454596749294993693872128,1048151994146938494218,OS2018030121574873068,,jdpay.NATIVE,交易,,,150000,0,,,,,,京东支付,,-405,27,149595,,,,,
2018-03-01 20:17:07.477642,,100053454596,110339775100053454596,,7100053454596749193748698238976,1001151993543426695642,OS2018030120171408732,,jdpay.NATIVE,交易,,,298000,0,,,,,,京东支付,,-805,27,297195,,,,,
2018-03-01 14:58:12.201982,,100053454596,110339775100053454596,,7100053454596748872711670468608,1047151991629817091153,OS2018030114581894426,,jdpay.NATIVE,交易,,,146250,0,,,,,,京东支付,,-395,27,145855,,,,,
2018-03-01 11:44:58.634632,,100053454596,110339775100053454596,,7100053454596748678204144357376,1008151990470516548226,OS2018030111450436379,,jdpay.NATIVE,交易,,,2000,0,,,,,,京东支付,,-5,27,1995,,,,,
2018-03-01 11:12:00.491201,,100053454596,110339775100053454596,,7100053454596748645015992537088,1021151990272626982526,OS2018030111120601063,,jdpay.NATIVE,交易,,,91000,0,,,,,,京东支付,,-246,27,90754,,,,,
2018-03-01 10:17:39.119596,,100053454596,110339775100053454596,,7100053454596748590299535249408,1016151989946596615718,OS2018030110174555803,,jdpay.NATIVE,交易,,,195490,0,,,,,,京东支付,,-528,27,194962,,,,,
总交易单数,总交易额,总退款额,交易总净额,手续费总额
6,882740,0,882740,-2384
